Date,Year,Day of Year,Day of Run,Total Precipitation
7/5/11,2011,186,916,0.01
7/6/11,2011,187,917,0.26
7/7/11,2011,188,918,0.35
7/8/11,2011,189,919,0
7/9/11,2011,190,920,0
7/10/11,2011,191,921,0
7/11/11,2011,192,922,0
7/12/11,2011,193,923,0
7/13/11,2011,194,924,0
7/14/11,2011,195,925,0
7/15/11,2011,196,926,0
7/16/11,2011,197,927,0
7/17/11,2011,198,928,0
7/18/11,2011,199,929,0
7/19/11,2011,200,930,0
7/20/11,2011,201,931,0
7/21/11,2011,202,932,0
7/22/11,2011,203,933,0
7/23/11,2011,204,934,0
7/24/11,2011,205,935,0
7/25/11,2011,206,936,0
7/26/11,2011,207,937,0
7/27/11,2011,208,938,0
7/28/11,2011,209,939,0
7/29/11,2011,210,940,0
7/30/11,2011,211,941,0
7/31/11,2011,212,942,0.36
8/1/11,2011,213,943,0
8/2/11,2011,214,944,0
8/3/11,2011,215,945,0
8/4/11,2011,216,946,0
8/5/11,2011,217,947,0
8/6/11,2011,218,948,0
8/7/11,2011,219,949,0
8/8/11,2011,220,950,0
8/9/11,2011,221,951,0
8/10/11,2011,222,952,0
8/11/11,2011,223,953,0
8/12/11,2011,224,954,0
8/13/11,2011,225,955,0
8/14/11,2011,226,956,0
8/15/11,2011,227,957,0
8/16/11,2011,228,958,0
8/17/11,2011,229,959,0
8/18/11,2011,230,960,0
8/19/11,2011,231,961,0
8/20/11,2011,232,962,0
8/21/11,2011,233,963,0
8/22/11,2011,234,964,0
8/23/11,2011,235,965,0
8/24/11,2011,236,966,0
8/25/11,2011,237,967,0
8/26/11,2011,238,968,0
8/27/11,2011,239,969,0.03
8/28/11,2011,240,970,0
8/29/11,2011,241,971,0
8/30/11,2011,242,972,0
8/31/11,2011,243,973,0
9/1/11,2011,244,974,0
9/2/11,2011,245,975,0
9/3/11,2011,246,976,0
9/4/11,2011,247,977,0
9/5/11,2011,248,978,0.34
9/6/11,2011,249,979,0
9/7/11,2011,250,980,0
9/8/11,2011,251,981,0
9/9/11,2011,252,982,0
9/10/11,2011,253,983,0
9/11/11,2011,254,984,0
9/12/11,2011,255,985,0
9/13/11,2011,256,986,0.55
9/14/11,2011,257,987,0
9/15/11,2011,258,988,0
9/16/11,2011,259,989,0
9/17/11,2011,260,990,0
9/18/11,2011,261,991,0
9/19/11,2011,262,992,0
9/20/11,2011,263,993,0
9/21/11,2011,264,994,0
9/22/11,2011,265,995,0
9/23/11,2011,266,996,0
9/24/11,2011,267,997,0
9/25/11,2011,268,998,0
9/26/11,2011,269,999,0
9/27/11,2011,270,1000,0
9/28/11,2011,271,1001,0
9/29/11,2011,272,1002,0
9/30/11,2011,273,1003,0.21
10/1/11,2011,274,1004,0.02
10/2/11,2011,275,1005,0
10/3/11,2011,276,1006,0
10/4/11,2011,277,1007,0
10/5/11,2011,278,1008,1.29
10/6/11,2011,279,1009,0
10/7/11,2011,280,1010,0
10/8/11,2011,281,1011,0
10/9/11,2011,282,1012,0
10/10/11,2011,283,1013,0
10/11/11,2011,284,1014,0
10/12/11,2011,285,1015,0
10/13/11,2011,286,1016,0
10/14/11,2011,287,1017,0
10/15/11,2011,288,1018,0
10/16/11,2011,289,1019,0
10/17/11,2011,290,1020,0
10/18/11,2011,291,1021,0
10/19/11,2011,292,1022,0
10/20/11,2011,293,1023,0
10/21/11,2011,294,1024,0
10/22/11,2011,295,1025,0
10/23/11,2011,296,1026,0
10/24/11,2011,297,1027,0
10/25/11,2011,298,1028,0
10/26/11,2011,299,1029,0
10/27/11,2011,300,1030,0
10/28/11,2011,301,1031,0
10/29/11,2011,302,1032,0
10/30/11,2011,303,1033,0
10/31/11,2011,304,1034,0
11/1/11,2011,305,1035,0
11/2/11,2011,306,1036,0
11/3/11,2011,307,1037,0
11/4/11,2011,308,1038,0
11/5/11,2011,309,1039,0.55
11/6/11,2011,310,1040,0.01
11/7/11,2011,311,1041,0.46
11/8/11,2011,312,1042,0
11/9/11,2011,313,1043,0
11/10/11,2011,314,1044,0
11/11/11,2011,315,1045,0
11/12/11,2011,316,1046,0.24
11/13/11,2011,317,1047,0.32
11/14/11,2011,318,1048,0
11/15/11,2011,319,1049,0
11/16/11,2011,320,1050,0
11/17/11,2011,321,1051,0
11/18/11,2011,322,1052,0
11/19/11,2011,323,1053,0
11/20/11,2011,324,1054,0
11/21/11,2011,325,1055,0.3
11/22/11,2011,326,1056,0
11/23/11,2011,327,1057,0
11/24/11,2011,328,1058,0
11/25/11,2011,329,1059,0
11/26/11,2011,330,1060,0
11/27/11,2011,331,1061,0
11/28/11,2011,332,1062,0
11/29/11,2011,333,1063,0
11/30/11,2011,334,1064,0
12/1/11,2011,335,1065,0
12/2/11,2011,336,1066,0.2
12/3/11,2011,337,1067,0
12/4/11,2011,338,1068,0
12/5/11,2011,339,1069,0
12/6/11,2011,340,1070,0
12/7/11,2011,341,1071,0
12/8/11,2011,342,1072,0
12/9/11,2011,343,1073,0
12/10/11,2011,344,1074,0
12/11/11,2011,345,1075,0
12/12/11,2011,346,1076,0
12/13/11,2011,347,1077,0.07
12/14/11,2011,348,1078,0.16
12/15/11,2011,349,1079,0.01
12/16/11,2011,350,1080,0
12/17/11,2011,351,1081,0
12/18/11,2011,352,1082,0.03
12/19/11,2011,353,1083,0.43
12/20/11,2011,354,1084,0.04
12/21/11,2011,355,1085,0
12/22/11,2011,356,1086,0
12/23/11,2011,357,1087,0
12/24/11,2011,358,1088,0
12/25/11,2011,359,1089,0
12/26/11,2011,360,1090,0
12/27/11,2011,361,1091,0
12/28/11,2011,362,1092,0
12/29/11,2011,363,1093,0
12/30/11,2011,364,1094,0
12/31/11,2011,365,1095,0
1/1/12,2012,1,1096,0
1/2/12,2012,2,1097,0
1/3/12,2012,3,1098,0
1/4/12,2012,4,1099,0
1/5/12,2012,5,1100,0
1/6/12,2012,6,1101,0
1/7/12,2012,7,1102,0
1/8/12,2012,8,1103,0
1/9/12,2012,9,1104,0
1/10/12,2012,10,1105,0
1/11/12,2012,11,1106,0
1/12/12,2012,12,1107,0
1/13/12,2012,13,1108,0
1/14/12,2012,14,1109,0
1/15/12,2012,15,1110,0
1/16/12,2012,16,1111,0.02
1/17/12,2012,17,1112,0
1/18/12,2012,18,1113,0
1/19/12,2012,19,1114,0
1/20/12,2012,20,1115,0
1/21/12,2012,21,1116,0.23
1/22/12,2012,22,1117,0
1/23/12,2012,23,1118,0.09
1/24/12,2012,24,1119,0.33
1/25/12,2012,25,1120,0
1/26/12,2012,26,1121,0
1/27/12,2012,27,1122,0
1/28/12,2012,28,1123,0
1/29/12,2012,29,1124,0
1/30/12,2012,30,1125,0
1/31/12,2012,31,1126,0
2/1/12,2012,32,1127,0
2/2/12,2012,33,1128,0
2/3/12,2012,34,1129,0
2/4/12,2012,35,1130,0
2/5/12,2012,36,1131,0
2/6/12,2012,37,1132,0
2/7/12,2012,38,1133,0
2/8/12,2012,39,1134,0.01
2/9/12,2012,40,1135,0
2/10/12,2012,41,1136,0
2/11/12,2012,42,1137,0
2/12/12,2012,43,1138,0
2/13/12,2012,44,1139,0
2/14/12,2012,45,1140,0.02
2/15/12,2012,46,1141,0
2/16/12,2012,47,1142,0
2/17/12,2012,48,1143,0.27
2/18/12,2012,49,1144,0
2/19/12,2012,50,1145,0
2/20/12,2012,51,1146,0
2/21/12,2012,52,1147,0
2/22/12,2012,53,1148,0
2/23/12,2012,54,1149,0
2/24/12,2012,55,1150,0
2/25/12,2012,56,1151,0
2/26/12,2012,57,1152,0
2/27/12,2012,58,1153,0
2/28/12,2012,59,1154,0.18
2/29/12,2012,60,1155,0
3/1/12,2012,61,1156,0
3/2/12,2012,62,1157,0
3/3/12,2012,63,1158,0
3/4/12,2012,64,1159,0
3/5/12,2012,65,1160,0
3/6/12,2012,66,1161,0
3/7/12,2012,67,1162,0
3/8/12,2012,68,1163,0
3/9/12,2012,69,1164,0
3/10/12,2012,70,1165,0
3/11/12,2012,71,1166,0
3/12/12,2012,72,1167,0
3/13/12,2012,73,1168,0
3/14/12,2012,74,1169,0
3/15/12,2012,75,1170,0
3/16/12,2012,76,1171,0
3/17/12,2012,77,1172,0.03
3/18/12,2012,78,1173,0
3/19/12,2012,79,1174,0.53
3/20/12,2012,80,1175,0
3/21/12,2012,81,1176,0
3/22/12,2012,82,1177,0
3/23/12,2012,83,1178,0
3/24/12,2012,84,1179,0
3/25/12,2012,85,1180,0
3/26/12,2012,86,1181,0.25
3/27/12,2012,87,1182,0
3/28/12,2012,88,1183,0
3/29/12,2012,89,1184,0
3/30/12,2012,90,1185,0
3/31/12,2012,91,1186,0
4/1/12,2012,92,1187,0
4/2/12,2012,93,1188,0
4/3/12,2012,94,1189,0
4/4/12,2012,95,1190,0
4/5/12,2012,96,1191,0
4/6/12,2012,97,1192,0
4/7/12,2012,98,1193,0
4/8/12,2012,99,1194,0
4/9/12,2012,100,1195,0
4/10/12,2012,101,1196,0
4/11/12,2012,102,1197,0.37
4/12/12,2012,103,1198,0.11
4/13/12,2012,104,1199,0.04
4/14/12,2012,105,1200,0.35
4/15/12,2012,106,1201,0
4/16/12,2012,107,1202,0
4/17/12,2012,108,1203,0
4/18/12,2012,109,1204,0
4/19/12,2012,110,1205,0
4/20/12,2012,111,1206,0
4/21/12,2012,112,1207,0
4/22/12,2012,113,1208,0
4/23/12,2012,114,1209,0
4/24/12,2012,115,1210,0
4/25/12,2012,116,1211,0.02
4/26/12,2012,117,1212,0.15
4/27/12,2012,118,1213,0
4/28/12,2012,119,1214,0
4/29/12,2012,120,1215,0
4/30/12,2012,121,1216,0
5/1/12,2012,122,1217,0
5/2/12,2012,123,1218,0
5/3/12,2012,124,1219,0
5/4/12,2012,125,1220,0
5/5/12,2012,126,1221,0
5/6/12,2012,127,1222,0
5/7/12,2012,128,1223,0
5/8/12,2012,129,1224,0
5/9/12,2012,130,1225,0
5/10/12,2012,131,1226,0
5/11/12,2012,132,1227,0
5/12/12,2012,133,1228,0
5/13/12,2012,134,1229,0
5/14/12,2012,135,1230,0
5/15/12,2012,136,1231,0
5/16/12,2012,137,1232,0
5/17/12,2012,138,1233,0
5/18/12,2012,139,1234,0
5/19/12,2012,140,1235,0
5/20/12,2012,141,1236,0
5/21/12,2012,142,1237,0
5/22/12,2012,143,1238,0
5/23/12,2012,144,1239,0
5/24/12,2012,145,1240,0
5/25/12,2012,146,1241,0
5/26/12,2012,147,1242,0
5/27/12,2012,148,1243,0
5/28/12,2012,149,1244,0
5/29/12,2012,150,1245,0
5/30/12,2012,151,1246,0
5/31/12,2012,152,1247,0
6/1/12,2012,153,1248,0
6/2/12,2012,154,1249,0
6/3/12,2012,155,1250,0
6/4/12,2012,156,1251,0
6/5/12,2012,157,1252,0
6/6/12,2012,158,1253,0
6/7/12,2012,159,1254,0
6/8/12,2012,160,1255,0
6/9/12,2012,161,1256,0
6/10/12,2012,162,1257,0
6/11/12,2012,163,1258,0
6/12/12,2012,164,1259,0
6/13/12,2012,165,1260,0
6/14/12,2012,166,1261,0
6/15/12,2012,167,1262,0
6/16/12,2012,168,1263,0
6/17/12,2012,169,1264,0
6/18/12,2012,170,1265,0
6/19/12,2012,171,1266,0
6/20/12,2012,172,1267,0
6/21/12,2012,173,1268,0
6/22/12,2012,174,1269,0
6/23/12,2012,175,1270,0
6/24/12,2012,176,1271,0
6/25/12,2012,177,1272,0
6/26/12,2012,178,1273,0
6/27/12,2012,179,1274,0
6/28/12,2012,180,1275,0
6/29/12,2012,181,1276,0
6/30/12,2012,182,1277,0
7/1/12,2012,183,1278,0
7/2/12,2012,184,1279,0
7/3/12,2012,185,1280,0
7/4/12,2012,186,1281,0.03
7/5/12,2012,187,1282,0
7/6/12,2012,188,1283,0
7/7/12,2012,189,1284,0
7/8/12,2012,190,1285,0
7/9/12,2012,191,1286,0
7/10/12,2012,192,1287,0
7/11/12,2012,193,1288,0
7/12/12,2012,194,1289,0.04
7/13/12,2012,195,1290,0.1
7/14/12,2012,196,1291,0
7/15/12,2012,197,1292,0
7/16/12,2012,198,1293,0
7/17/12,2012,199,1294,0
7/18/12,2012,200,1295,0
7/19/12,2012,201,1296,0
7/20/12,2012,202,1297,0
7/21/12,2012,203,1298,0
7/22/12,2012,204,1299,0
7/23/12,2012,205,1300,0
7/24/12,2012,206,1301,0
7/25/12,2012,207,1302,0
7/26/12,2012,208,1303,0
7/27/12,2012,209,1304,0
7/28/12,2012,210,1305,0
7/29/12,2012,211,1306,0
7/30/12,2012,212,1307,0
7/31/12,2012,213,1308,0.17
8/1/12,2012,214,1309,0
8/2/12,2012,215,1310,0
8/3/12,2012,216,1311,0
8/4/12,2012,217,1312,0
8/5/12,2012,218,1313,0.23
8/6/12,2012,219,1314,0
8/7/12,2012,220,1315,0
8/8/12,2012,221,1316,0
8/9/12,2012,222,1317,0
8/10/12,2012,223,1318,0
8/11/12,2012,224,1319,0
8/12/12,2012,225,1320,0
8/13/12,2012,226,1321,0.08
8/14/12,2012,227,1322,0
8/15/12,2012,228,1323,0
8/16/12,2012,229,1324,0.03
8/17/12,2012,230,1325,0
8/18/12,2012,231,1326,0.01
8/19/12,2012,232,1327,0
8/20/12,2012,233,1328,0
8/21/12,2012,234,1329,0
8/22/12,2012,235,1330,0.33
8/23/12,2012,236,1331,0
8/24/12,2012,237,1332,0
8/25/12,2012,238,1333,0
8/26/12,2012,239,1334,0
8/27/12,2012,240,1335,0
8/28/12,2012,241,1336,0
8/29/12,2012,242,1337,0.09
8/30/12,2012,243,1338,0.96
8/31/12,2012,244,1339,0
9/1/12,2012,245,1340,0
9/2/12,2012,246,1341,0
9/3/12,2012,247,1342,0
9/4/12,2012,248,1343,0
9/5/12,2012,249,1344,0
9/6/12,2012,250,1345,0
9/7/12,2012,251,1346,0
9/8/12,2012,252,1347,0
9/9/12,2012,253,1348,0
9/10/12,2012,254,1349,0
9/11/12,2012,255,1350,0
9/12/12,2012,256,1351,0
9/13/12,2012,257,1352,0
9/14/12,2012,258,1353,0
9/15/12,2012,259,1354,0
9/16/12,2012,260,1355,0
9/17/12,2012,261,1356,0
9/18/12,2012,262,1357,0
9/19/12,2012,263,1358,0
9/20/12,2012,264,1359,0
9/21/12,2012,265,1360,0
9/22/12,2012,266,1361,0
9/23/12,2012,267,1362,0
9/24/12,2012,268,1363,0
9/25/12,2012,269,1364,0
9/26/12,2012,270,1365,0
9/27/12,2012,271,1366,0
9/28/12,2012,272,1367,0
9/29/12,2012,273,1368,0
9/30/12,2012,274,1369,0
10/1/12,2012,275,1370,0
10/2/12,2012,276,1371,0
10/3/12,2012,277,1372,0
10/4/12,2012,278,1373,0
10/5/12,2012,279,1374,0
10/6/12,2012,280,1375,0
10/7/12,2012,281,1376,0
10/8/12,2012,282,1377,0
10/9/12,2012,283,1378,0
10/10/12,2012,284,1379,0
10/11/12,2012,285,1380,0.03
10/12/12,2012,286,1381,0.02
10/13/12,2012,287,1382,0
10/14/12,2012,288,1383,0
10/15/12,2012,289,1384,0
10/16/12,2012,290,1385,0
10/17/12,2012,291,1386,0
10/18/12,2012,292,1387,0
10/19/12,2012,293,1388,0
10/20/12,2012,294,1389,0
10/21/12,2012,295,1390,0
10/22/12,2012,296,1391,0
10/23/12,2012,297,1392,0
10/24/12,2012,298,1393,0
10/25/12,2012,299,1394,0
10/26/12,2012,300,1395,0
10/27/12,2012,301,1396,0
10/28/12,2012,302,1397,0
10/29/12,2012,303,1398,0
10/30/12,2012,304,1399,0
10/31/12,2012,305,1400,0
11/1/12,2012,306,1401,0
11/2/12,2012,307,1402,0
11/3/12,2012,308,1403,0
11/4/12,2012,309,1404,0
11/5/12,2012,310,1405,0
11/6/12,2012,311,1406,0
11/7/12,2012,312,1407,0
11/8/12,2012,313,1408,0.1
11/9/12,2012,314,1409,0.01
11/10/12,2012,315,1410,0
11/11/12,2012,316,1411,0
11/12/12,2012,317,1412,0
11/13/12,2012,318,1413,0
11/14/12,2012,319,1414,0
11/15/12,2012,320,1415,0
11/16/12,2012,321,1416,0.06
11/17/12,2012,322,1417,0.01
11/18/12,2012,323,1418,0
11/19/12,2012,324,1419,0
11/20/12,2012,325,1420,0
11/21/12,2012,326,1421,0
11/22/12,2012,327,1422,0
11/23/12,2012,328,1423,0
11/24/12,2012,329,1424,0
11/25/12,2012,330,1425,0
11/26/12,2012,331,1426,0
11/27/12,2012,332,1427,0
11/28/12,2012,333,1428,0
11/29/12,2012,334,1429,0.02
11/30/12,2012,335,1430,0
12/1/12,2012,336,1431,0
12/2/12,2012,337,1432,0
12/3/12,2012,338,1433,0
12/4/12,2012,339,1434,0
12/5/12,2012,340,1435,0
12/6/12,2012,341,1436,0
12/7/12,2012,342,1437,0
12/8/12,2012,343,1438,0
12/9/12,2012,344,1439,0
12/10/12,2012,345,1440,0
12/11/12,2012,346,1441,0
12/12/12,2012,347,1442,0
12/13/12,2012,348,1443,0
12/14/12,2012,349,1444,0.44
12/15/12,2012,350,1445,0.2
12/16/12,2012,351,1446,0.01
12/17/12,2012,352,1447,0
12/18/12,2012,353,1448,0.02
12/19/12,2012,354,1449,0.31
12/20/12,2012,355,1450,0
12/21/12,2012,356,1451,0
12/22/12,2012,357,1452,0
12/23/12,2012,358,1453,0
12/24/12,2012,359,1454,0.06
12/25/12,2012,360,1455,0
12/26/12,2012,361,1456,0
12/27/12,2012,362,1457,0.2
12/28/12,2012,363,1458,0.01
12/29/12,2012,364,1459,0
12/30/12,2012,365,1460,0.08
12/31/12,2012,366,1461,0.42
1/1/13,2013,1,1462,0
1/2/13,2013,2,1463,0
1/3/13,2013,3,1464,0
1/4/13,2013,4,1465,0
1/5/13,2013,5,1466,0
1/6/13,2013,6,1467,0
1/7/13,2013,7,1468,0.09
1/8/13,2013,8,1469,0.02
1/9/13,2013,9,1470,0
1/10/13,2013,10,1471,0
1/11/13,2013,11,1472,0.13
1/12/13,2013,12,1473,0.01
1/13/13,2013,13,1474,0.01
1/14/13,2013,14,1475,0
1/15/13,2013,15,1476,0
1/16/13,2013,16,1477,0
1/17/13,2013,17,1478,0
1/18/13,2013,18,1479,0
1/19/13,2013,19,1480,0
1/20/13,2013,20,1481,0
1/21/13,2013,21,1482,0
1/22/13,2013,22,1483,0
1/23/13,2013,23,1484,0.06
1/24/13,2013,24,1485,0.65
1/25/13,2013,25,1486,1.37
1/26/13,2013,26,1487,0.17
1/27/13,2013,27,1488,0
1/28/13,2013,28,1489,0.14
1/29/13,2013,29,1490,0
1/30/13,2013,30,1491,0
1/31/13,2013,31,1492,0
2/1/13,2013,32,1493,0
2/2/13,2013,33,1494,0.08
2/3/13,2013,34,1495,0.26
2/4/13,2013,35,1496,0
2/5/13,2013,36,1497,0
2/6/13,2013,37,1498,0
2/7/13,2013,38,1499,0
2/8/13,2013,39,1500,0
2/9/13,2013,40,1501,0.28
2/10/13,2013,41,1502,0
2/11/13,2013,42,1503,0.01
2/12/13,2013,43,1504,0
2/13/13,2013,44,1505,0
2/14/13,2013,45,1506,0
2/15/13,2013,46,1507,0
2/16/13,2013,47,1508,0
2/17/13,2013,48,1509,0
2/18/13,2013,49,1510,0
2/19/13,2013,50,1511,0
2/20/13,2013,51,1512,0.23
2/21/13,2013,52,1513,0
2/22/13,2013,53,1514,0
2/23/13,2013,54,1515,0
2/24/13,2013,55,1516,0
2/25/13,2013,56,1517,0
2/26/13,2013,57,1518,0
2/27/13,2013,58,1519,0
2/28/13,2013,59,1520,0
3/1/13,2013,60,1521,0
3/2/13,2013,61,1522,0
3/3/13,2013,62,1523,0
3/4/13,2013,63,1524,0
3/5/13,2013,64,1525,0
3/6/13,2013,65,1526,0
3/7/13,2013,66,1527,0
3/8/13,2013,67,1528,0.18
3/9/13,2013,68,1529,0.13
3/10/13,2013,69,1530,0
3/11/13,2013,70,1531,0
3/12/13,2013,71,1532,0
3/13/13,2013,72,1533,0
3/14/13,2013,73,1534,0
3/15/13,2013,74,1535,0
3/16/13,2013,75,1536,0
3/17/13,2013,76,1537,0
3/18/13,2013,77,1538,0
3/19/13,2013,78,1539,0
3/20/13,2013,79,1540,0
3/21/13,2013,80,1541,0
3/22/13,2013,81,1542,0
3/23/13,2013,82,1543,0
3/24/13,2013,83,1544,0
3/25/13,2013,84,1545,0
3/26/13,2013,85,1546,0
3/27/13,2013,86,1547,0
3/28/13,2013,87,1548,0
3/29/13,2013,88,1549,0
3/30/13,2013,89,1550,0
3/31/13,2013,90,1551,0
4/1/13,2013,91,1552,0
4/2/13,2013,92,1553,0
4/3/13,2013,93,1554,0
4/4/13,2013,94,1555,0
4/5/13,2013,95,1556,0
4/6/13,2013,96,1557,0
4/7/13,2013,97,1558,0
4/8/13,2013,98,1559,0
4/9/13,2013,99,1560,0
4/10/13,2013,100,1561,0
4/11/13,2013,101,1562,0
4/12/13,2013,102,1563,0
4/13/13,2013,103,1564,0
4/14/13,2013,104,1565,0
4/15/13,2013,105,1566,0
4/16/13,2013,106,1567,0
4/17/13,2013,107,1568,0
4/18/13,2013,108,1569,0
4/19/13,2013,109,1570,0
4/20/13,2013,110,1571,0
4/21/13,2013,111,1572,0
4/22/13,2013,112,1573,0
4/23/13,2013,113,1574,0
4/24/13,2013,114,1575,0
4/25/13,2013,115,1576,0
4/26/13,2013,116,1577,0
4/27/13,2013,117,1578,0
4/28/13,2013,118,1579,0
4/29/13,2013,119,1580,0
4/30/13,2013,120,1581,0
5/1/13,2013,121,1582,0
5/2/13,2013,122,1583,0
5/3/13,2013,123,1584,0
5/4/13,2013,124,1585,0
5/5/13,2013,125,1586,0
5/6/13,2013,126,1587,0.02
5/7/13,2013,127,1588,0
5/8/13,2013,128,1589,0
5/9/13,2013,129,1590,0.02
5/10/13,2013,130,1591,0
5/11/13,2013,131,1592,0
5/12/13,2013,132,1593,0
5/13/13,2013,133,1594,0
5/14/13,2013,134,1595,0
5/15/13,2013,135,1596,0
5/16/13,2013,136,1597,0
5/17/13,2013,137,1598,0
5/18/13,2013,138,1599,0
5/19/13,2013,139,1600,0
5/20/13,2013,140,1601,0
5/21/13,2013,141,1602,0
5/22/13,2013,142,1603,0
5/23/13,2013,143,1604,0
5/24/13,2013,144,1605,0
5/25/13,2013,145,1606,0
5/26/13,2013,146,1607,0
5/27/13,2013,147,1608,0
5/28/13,2013,148,1609,0
5/29/13,2013,149,1610,0
5/30/13,2013,150,1611,0
5/31/13,2013,151,1612,0
6/1/13,2013,152,1613,0
6/2/13,2013,153,1614,0
6/3/13,2013,154,1615,0
6/4/13,2013,155,1616,0
6/5/13,2013,156,1617,0
6/6/13,2013,157,1618,0
6/7/13,2013,158,1619,0
6/8/13,2013,159,1620,0
6/9/13,2013,160,1621,0
6/10/13,2013,161,1622,0
6/11/13,2013,162,1623,0
6/12/13,2013,163,1624,0
6/13/13,2013,164,1625,0
6/14/13,2013,165,1626,0
6/15/13,2013,166,1627,0
6/16/13,2013,167,1628,0
6/17/13,2013,168,1629,0
6/18/13,2013,169,1630,0
6/19/13,2013,170,1631,0
6/20/13,2013,171,1632,0
6/21/13,2013,172,1633,0
6/22/13,2013,173,1634,0
6/23/13,2013,174,1635,0
6/24/13,2013,175,1636,0
6/25/13,2013,176,1637,0
6/26/13,2013,177,1638,0
6/27/13,2013,178,1639,0
6/28/13,2013,179,1640,0
6/29/13,2013,180,1641,0
6/30/13,2013,181,1642,0
7/1/13,2013,182,1643,0
7/2/13,2013,183,1644,0
7/3/13,2013,184,1645,0
7/4/13,2013,185,1646,0
7/5/13,2013,186,1647,0
7/6/13,2013,187,1648,0
7/7/13,2013,188,1649,0
7/8/13,2013,189,1650,0
7/9/13,2013,190,1651,0
7/10/13,2013,191,1652,0
7/11/13,2013,192,1653,0
7/12/13,2013,193,1654,0.07
7/13/13,2013,194,1655,0
7/14/13,2013,195,1656,0
7/15/13,2013,196,1657,0
7/16/13,2013,197,1658,0
7/17/13,2013,198,1659,0
7/18/13,2013,199,1660,0
7/19/13,2013,200,1661,0
7/20/13,2013,201,1662,0.02
7/21/13,2013,202,1663,2.36
7/22/13,2013,203,1664,0.01
7/23/13,2013,204,1665,0
7/24/13,2013,205,1666,0
7/25/13,2013,206,1667,0
7/26/13,2013,207,1668,0.03
7/27/13,2013,208,1669,0
7/28/13,2013,209,1670,0
7/29/13,2013,210,1671,0
7/30/13,2013,211,1672,0
7/31/13,2013,212,1673,0
8/1/13,2013,213,1674,0
8/2/13,2013,214,1675,0
8/3/13,2013,215,1676,0
8/4/13,2013,216,1677,0
8/5/13,2013,217,1678,0
8/6/13,2013,218,1679,0
8/7/13,2013,219,1680,0
8/8/13,2013,220,1681,0
8/9/13,2013,221,1682,0
8/10/13,2013,222,1683,0
8/11/13,2013,223,1684,0
8/12/13,2013,224,1685,0
8/13/13,2013,225,1686,0
8/14/13,2013,226,1687,0
8/15/13,2013,227,1688,0
8/16/13,2013,228,1689,0
8/17/13,2013,229,1690,0
8/18/13,2013,230,1691,0.08
8/19/13,2013,231,1692,0
8/20/13,2013,232,1693,0
8/21/13,2013,233,1694,0
8/22/13,2013,234,1695,0
8/23/13,2013,235,1696,0
8/24/13,2013,236,1697,0
8/25/13,2013,237,1698,0.69
8/26/13,2013,238,1699,0.27
8/27/13,2013,239,1700,0
8/28/13,2013,240,1701,0.1
8/29/13,2013,241,1702,0
8/30/13,2013,242,1703,0.39
8/31/13,2013,243,1704,0
9/1/13,2013,244,1705,0
9/2/13,2013,245,1706,0.03
9/3/13,2013,246,1707,0.64
9/4/13,2013,247,1708,0.22
9/5/13,2013,248,1709,0.22
9/6/13,2013,249,1710,0.15
9/7/13,2013,250,1711,0.02
9/8/13,2013,251,1712,0
9/9/13,2013,252,1713,0.05
9/10/13,2013,253,1714,0
9/11/13,2013,254,1715,0
9/12/13,2013,255,1716,0
9/13/13,2013,256,1717,0
9/14/13,2013,257,1718,0
9/15/13,2013,258,1719,0
9/16/13,2013,259,1720,0
9/17/13,2013,260,1721,0
9/18/13,2013,261,1722,0
9/19/13,2013,262,1723,0
9/20/13,2013,263,1724,0
9/21/13,2013,264,1725,0
9/22/13,2013,265,1726,0
9/23/13,2013,266,1727,0
9/24/13,2013,267,1728,0
9/25/13,2013,268,1729,0
9/26/13,2013,269,1730,0
9/27/13,2013,270,1731,0
9/28/13,2013,271,1732,0
9/29/13,2013,272,1733,0
9/30/13,2013,273,1734,0
10/1/13,2013,274,1735,0
10/2/13,2013,275,1736,0
10/3/13,2013,276,1737,0
10/4/13,2013,277,1738,0
10/5/13,2013,278,1739,0
10/6/13,2013,279,1740,0
10/7/13,2013,280,1741,0
10/8/13,2013,281,1742,0
10/9/13,2013,282,1743,0
10/10/13,2013,283,1744,0.44
10/11/13,2013,284,1745,0
10/12/13,2013,285,1746,0
10/13/13,2013,286,1747,0
10/14/13,2013,287,1748,0
10/15/13,2013,288,1749,0
10/16/13,2013,289,1750,0
10/17/13,2013,290,1751,0
10/18/13,2013,291,1752,0
10/19/13,2013,292,1753,0
10/20/13,2013,293,1754,0
10/21/13,2013,294,1755,0
10/22/13,2013,295,1756,0
10/23/13,2013,296,1757,0
10/24/13,2013,297,1758,0
10/25/13,2013,298,1759,0
10/26/13,2013,299,1760,0
10/27/13,2013,300,1761,0
10/28/13,2013,301,1762,0
10/29/13,2013,302,1763,0
10/30/13,2013,303,1764,0
10/31/13,2013,304,1765,0
11/1/13,2013,305,1766,0
11/2/13,2013,306,1767,0
11/3/13,2013,307,1768,0
11/4/13,2013,308,1769,0
11/5/13,2013,309,1770,0
11/6/13,2013,310,1771,0
11/7/13,2013,311,1772,0
11/8/13,2013,312,1773,0
11/9/13,2013,313,1774,0
11/10/13,2013,314,1775,0
11/11/13,2013,315,1776,0
11/12/13,2013,316,1777,0
11/13/13,2013,317,1778,0
11/14/13,2013,318,1779,0
11/15/13,2013,319,1780,0
